"actor1geo_countrycode","actor2geo_countrycode","cnt"
"TI","AO","3"
"AE","AN","3"
"RE","HU","3"
"SG","KG","3"
"BO","BY","3"
"KZ","LT","3"
"KS","AN","3"
"SL","IC","3"
"OC","AU","3"
"HK","KR","3"
"LO","SM","3"
"GV","BK","3"
"RE","RS","3"
"GK","AF","3"
"AC","PA","3"
"HK","GT","3"
"AG","MC","3"
"PP","MN","3"
"DO","FM","3"
"WS","CN","3"
"DJ","CB","3"
"DR","MP","3"
"GJ","ML","3"
"GK","EZ","3"
"NG","LT","3"
"SO","SI","3"
"RN","PM","3"
"AC","SU","3"
"ZA","GZ","3"
"SA","LT","3"
"MK","LS","3"
"GZ","TI","3"
"RP","DO","3"
"WZ","BT","3"
"WI","GI","3"
"IV","LG","3"
"MH","GI","3"
"MR","AC","3"
"GZ","GG","3"
"BK","AO","3"
"NH","HR","3"
"JE","NG","3"
"UP","FG","3"
"RE","SZ","3"
"HO","AG","3"
"PP","GK","3"
"RN","MX","3"
"CY","GT","3"
"PP","GY","3"
"AN","LY","3"
"JA","AV","3"
"MC","AG","3"
"KR","GJ","3"
"GB","PA","3"
"SC","VI","3"
"CN","AM","3"
"RQ","MP","3"
"OD","HO","3"
"IZ","VC","3"
"GH","MN","3"
"ML","GJ","3"
"UP","TT","3"
"FG","AR","3"
"MH","DJ","3"
"AL","MP","3"
"LG","CD","3"
"BT","SL","3"
"LT","LU","3"
"LA","GB","3"
"MI","RM","3"
"KR","RI","3"
"UY","ML","3"
"CV","CO","3"
"GY","MN","3"
"GV","OC","3"
"HR","BX","3"
"TW","BK","3"
"PP","HO","3"
"TU","NT","3"
"SL","BT","3"
"GZ","SN","3"
"MX","NC","3"
"SZ","NC","3"
"AN","HU","3"
"MI","MG","3"
"ZI","SM","3"
"HK","GA","3"
"TS","KV","3"
"GA","PM","3"
"OD","CY","3"
"CG","JM","3"
"GJ","RB","3"
"CW","VM","3"
"FK","SF","3"
"SZ","VQ","3"
"MN","CS","3"
"BH","MN","3"
"TP","KV","3"
"MA","RB","3"
"PU","CS","3"
"EC","NH","3"
"CV","GY","3"
"ES","EK","3"
"CV","BB","3"
"GL","NG","3"
"GR","DO","3"
"PF","TW","3"
"CA","SM","3"
"TZ","CJ","3"
"MY","BH","3"
"TN","GJ","3"
"AC","BC","3"
"FG","SY","3"
"UZ","WQ","3"
"MP","NH","3"
"SI","TV","3"
"VI","JO","3"
"FO","AU","3"
"AC","BP","3"
"MI","UY","3"
"TT","GJ","3"
"SG","BD","3"
"DR","CF","3"
"OC","GY","3"
"MK","BH","3"
"NP","DO","3"
"IN","GP","3"
"ST","RS","3"
"SO","BL","3"
"ML","TT","3"
"MP","TT","3"
"GG","MZ","3"
"NC","RS","3"
"ES","MK","3"
"BB","BU","3"
"LI","NH","3"
"VT","CB","3"
"PU","MY","3"
"GT","GZ","3"
"VE","CN","3"
"BF","HU","3"
"TI","OD","3"
"SY","FG","3"
"GJ","LA","3"
"CN","AJ","3"
"NT","GL","3"
"JO","VI","3"
"CW","GV","3"
"LT","CO","3"
"LG","BC","3"
"CG","CN","3"
"MO","KR","3"
"SG","VQ","3"
"SC","SP","3"
"MD","MP","3"
"MZ","BP","3"
"BH","MK","3"
"SG","TX","3"
"NP","CT","3"
"BB","FM","3"
"CM","WE","3"
"MJ","TW","3"
"YI","EN","3"
"OC","BB","3"
"RI","NP","3"
"AJ","VI","3"
"HK","SL","3"
"AF","AC","3"
"NU","BX","3"
"GH","RN","3"
"LE","GY","3"
"GR","ES","3"
"OD","TW","3"
"NR","NG","3"
"CD","AM","3"
"AM","CD","3"
"VI","GP","3"
"KR","EI","3"
"LH","LA","3"
"LA","JM","3"
"GK","LO","3"
"MV","HU","3"
"VI","TW","3"
"BL","BX","3"
"MR","HR","3"
"MU","UV","3"
"VC","TT","3"
"MJ","LS","3"
"TN","CB","3"
"VC","AF","3"
"KZ","SH","3"
"LH","CN","3"
"NE","CA","3"
"SM","ZI","3"
"AC","TW","3"
"BT","SE","3"
"BT","GV","3"
"GL","EG","3"
"GI","EC","3"
"CN","KZ","3"
"ER","MG","3"
"PA","NO","3"
"MJ","RQ","3"
"VT","LT","3"
"SO","BO","3"
"GI","PM","3"
"FR","AQ","3"
"PP","CN","3"
"LO","OD","3"
"LH","UG","3"
"QA","BP","3"
"SU","TP","3"
"BN","RB","3"
"MK","NU","3"
"CO","WI","3"
"EC","KG","3"
"VQ","GH","3"
"FI","WS","3"
"FG","JA","3"
"CN","JA","3"
"NU","CT","3"
"ES","ER","3"
"BP","TI","3"
"NS","EI","3"
"EN","FJ","3"
"KR","GV","3"
"EK","TV","3"
"CM","EN","3"
"OD","TX","3"
"MV","AN","3"
"AL","BC","3"
"CV","MN","3"
"MN","BH","3"
"GB","AM","3"
"CS","OS","3"
"GY","AO","3"
"BF","MR","3"
"WS","GY","3"
"HK","GL","3"
"BG","GK","3"
"TP","VC","3"
"NO","ST","3"
"GY","RM","3"
"EZ","GL","3"
"PS","BA","3"
"GK","UP","3"
"BD","AU","3"
"BT","TO","3"
"GZ","GV","3"
"PP","UP","3"
"RM","GA","3"
"RQ","UV","3"
"EN","TZ","3"
"AY","CU","3"
"ES","LO","3"
"ES","TS","3"
"KV","LA","3"
"GY","IV","3"
"ER","CS","3"
"IN","AN","3"
"RS","NT","3"
"AM","BF","3"
"HO","IC","3"
"LO","BN","3"
"TH","TL","3"
"BA","BB","3"
"AJ","AQ","3"
"TI","NG","3"
"CI","MK","3"
"VQ","PM","3"
"NP","ST","3"
"GH","VQ","3"
"ST","MH","3"
"NU","IV","3"
"BF","AM","3"
"DJ","GT","3"
"AM","TV","3"
"MC","IC","3"
"UZ","BK","3"
"MN","CD","3"
"RM","AO","3"
"LE","PS","3"
"BA","OC","3"
"BG","PA","3"
"OC","AL","3"
"DO","PO","3"
"TP","ES","3"
"BC","RB","3"
"BP","NU","3"
"RP","YI","3"
"BT","AC","3"
"SE","IC","3"
"IV","NS","3"
"CE","CW","3"
"ES","CT","3"
"SN","MF","3"
"AL","GB","3"
"PE","CM","3"
"MZ","BT","3"
"AN","BA","3"
"MT","SH","3"
"GG","GT","3"
"TV","AE","3"
"AQ","MJ","3"
"PP","TO","3"
"BA","RW","3"
"PP","LU","3"
"JE","GA","3"
"RM","HU","3"
"NR","JO","3"
"NS","AM","3"
"BC","PM","3"
"LA","UY","3"
"WE","PA","3"
"RB","BD","3"
"TP","VE","3"
"MK","TZ","3"
"AY","SA","3"
"SF","FG","3"
"TV","AJ","3"
"LG","MV","3"
"GJ","PS","3"
"NE","KE","3"
"BT","MC","3"
"PG","UK","3"
"BY","MK","3"
"IV","AL","3"
"ES","LU","3"
"LT","AU","3"
"AU","LT","3"
"PU","KS","3"
"JE","TZ","3"
"PA","WE","3"
"GA","BT","3"
"CQ","RM","3"
"CY","LT","3"
"BM","MK","3"
"CG","BU","3"
"MD","DR","3"
"VT","TN","3"
"CD","GJ","3"
"IN","ST","3"
"MI","OC","3"
"SO","AC","3"
"TO","GY","3"
"IS","VQ","3"
"CJ","VM","3"
"MG","DR","3"
"UY","TT","3"
"LI","NR","3"
"PS","JO","3"
"GG","IV","3"
"CQ","BX","3"
"BX","CQ","3"
"MU","BF","3"
"TO","OS","3"
"WI","WZ","3"
"TT","GQ","3"
"SE","TP","3"
"HK","FK","3"
"MY","VQ","3"
"BT","LH","3"
"NU","OD","3"
"HU","MR","3"
"IC","WZ","3"
"SM","TH","3"
"AV","KN","3"
"KN","AV","3"
"SM","BA","3"
"CN","VE","3"
"IS","VI","3"
"CS","RI","3"
"PS","AE","3"
"PP","BO","3"
"DR","SU","3"
"GB","DA","3"
"TD","LA","3"
"RE","GQ","3"
"BH","SE","3"
"MH","DR","3"
"GA","HU","3"
"GQ","OS","3"
"PA","RW","3"
"DR","TP","3"
"TN","RW","3"
"ID","TP","3"
"SM","EN","3"
"UY","FJ","3"
"BX","NU","3"
"ST","BD","3"
"WS","MO","3"
"LU","BP","3"
"MN","MC","3"
"GL","PM","3"
"BK","GB","3"
"NL","CW","3"
"OS","TD","3"
"MN","AC","3"
"LO","GK","3"
"TD","TI","3"
"MT","GQ","3"
"TT","HR","3"
"PF","MY","3"
"GL","AF","3"
"TN","EC","3"
"NU","MK","3"
"PE","DO","3"
"AN","TI","3"
"UG","OS","3"
"PM","VQ","3"
"BY","FJ","3"
"NC","NL","3"
"PP","BH","3"
"CM","KG","3"
"IC","MR","3"
"RN","CU","3"
"UZ","IC","3"
"GG","ML","3"
"JM","TI","3"
"BB","MZ","3"
"NP","RE","3"
"HQ","PP","3"
"MP","RQ","3"
"BN","CQ","3"
"KV","DJ","3"
"DJ","KV","3"
"MO","BB","3"
"BK","CI","3"
"ID","PF","3"
"BC","LU","3"
"SN","KR","3"
"HK","ER","3"
"MJ","KN","3"
"RB","PU","3"
"RB","EC","3"
"RI","NS","3"
"MJ","MX","3"
"DQ","","3"
"UY","LU","3"
"HA","CN","3"
"IR","AC","3"
"BY","EZ","3"
"EC","GL","3"
"CW","CJ","3"
"MD","AG","3"
"KG","MA","3"
"PU","QA","3"
"BN","GY","3"
"CM","SI","3"
"TX","HO","3"
"BF","GA","3"
"TX","TT","3"
"HO","RB","3"
"MJ","MY","3"
"NG","KG","3"
"GQ","PM","3"
"DA","GQ","3"
"SP","SC","3"
"BF","RW","3"
"SW","DO","3"
"OC","SV","3"
"MH","LI","3"
"CT","OS","3"
"GA","HK","3"
"DJ","CI","3"
"NR","TP","3"
"MT","TN","3"
"BB","AN","3"
"GL","RO","3"
"KG","UY","3"
"RB","IV","3"
"PM","GP","3"
"BC","MN","3"
"IR","GP","3"
"GQ","TT","3"
"GK","IR","3"
"ZA","GK","3"
"BE","MB","3"
"ES","CG","3"
"FJ","TX","3"
"NR","AE","3"
"JE","HR","3"
"LO","HO","3"
"CS","AG","3"
"CG","MR","3"
"FJ","ST","3"
"NU","BN","3"
"VQ","HR","3"
"BC","UP","3"
"GY","KR","3"
"NH","LI","3"
"PM","GV","3"
"GK","BU","3"
"AA","EG","3"
"RQ","CF","3"
"CT","LH","3"
"DA","PS","3"
"SE","LG","3"
"UY","OD","3"
"MB","MO","3"
"MA","BF","3"
"SV","IN","3"
"WZ","AF","3"
"LT","ER","3"
"GK","FM","3"
"AV","BU","3"
"KS","PG","3"
"MP","MN","3"
"WZ","EZ","3"
"TX","VC","3"
"SZ","KR","3"
"NU","TV","3"
"IM","IZ","3"
"VT","KG","3"
"ZA","LH","3"
"AL","WI","3"
"TT","MP","3"
"LY","BB","3"
"AA","LO","3"
"AL","CV","3"
"SC","QA","3"
"WA","VC","3"
"TU","FG","3"
"DO","DJ","3"
"BH","RW","3"
"NE","RP","3"
"RQ","OD","3"
"LH","LS","3"
"PE","NR","3"
"NT","FI","3"
"NS","TH","3"
"CI","OD","3"
"HK","CT","3"
"NR","ET","3"
"TV","BT","3"
"CF","TD","3"
"RI","CD","3"
"DR","RM","3"
"RQ","GA","3"
"BP","GB","3"
"TX","BX","3"
"BD","MU","3"
"WS","TO","3"
"AJ","HK","3"
"GY","RB","3"
"OD","RB","3"
"QA","CV","3"
"WQ","VM","3"
"GA","SN","3"
"GL","PL","3"
"MT","PU","3"
"JE","KV","3"
"NG","GL","3"
"PK","RE","3"
"NS","EN","3"
"EC","RB","3"
"IM","JA","3"
"MT","AY","3"
"GI","SL","3"
"MH","MB","3"
"GP","RS","3"
"IR","GK","3"
"MP","HA","3"
"WA","BD","3"
"MG","LY","3"
"EN","YI","3"
"BY","HU","3"
"TX","SH","3"
"QA","AQ","3"
"YM","RE","3"
"MO","MJ","3"
"WA","VQ","3"
"ET","NR","3"
"BN","BA","3"
"SO","GK","3"
"SP","AQ","3"
"FP","OC","3"
"DR","EN","3"
"CS","YM","3"
"NS","GA","3"
"GV","TV","3"
"KE","NE","3"
"GZ","HO","3"
"CB","KR","3"
"WI","SI","3"
"BP","HK","3"
"AM","NS","3"
"BB","SG","3"
"MJ","MG","3"
"AA","VM","3"
"AC","FM","3"
"AV","DR","3"
"MG","WE","3"
"FM","BB","3"
"CD","BO","3"
"NI","VQ","3"
"CS","GG","3"
"OC","FG","3"
"AU","FO","3"
"EK","BU","3"
"SM","CO","3"
"AC","CE","3"
"FO","NZ","3"
"NT","NZ","3"
"RW","OS","3"
"EK","JO","3"
"ST","AE","3"
"GK","ZA","3"
"BT","MZ","3"
"UP","LT","3"
"PG","GM","3"
"ZI","NR","3"
"CT","TH","3"
"BK","CQ","3"
"LO","TO","3"
"CW","MT","3"
"ET","MH","3"
"DO","EK","3"
"GT","LS","3"
"FR","NF","3"
"SL","RE","3"
"PS","GV","3"
"CF","TX","3"
"KR","AY","3"
"NH","EI","3"
"GI","CQ","3"
"MY","NE","3"
"AR","UV","3"
"GJ","CM","3"
"KE","VC","3"
"AQ","CQ","3"
"AC","RW","3"
"BR","GK","3"
"LA","DR","3"
"PE","KV","3"
"EN","LS","3"
"BB","HU","3"
"TP","DR","3"
"NR","PE","3"
"AE","FG","3"
"AM","MV","3"
"BT","ER","3"
"WS","SA","3"
"TV","IR","3"
"EN","RQ","3"
"YI","MR","3"
"YI","KZ","3"
"OC","BK","3"
"YI","MO","3"
"LH","BT","3"
"DJ","DO","3"
"NG","EZ","3"
"RE","SL","3"
"GI","VE","3"
"MD","NU","3"
"MB","HK","3"
"SM","AG","3"
"MV","LG","3"
"FI","KR","3"
"LG","LI","3"
"MI","TI","3"
"GI","UY","3"
"BB","LU","3"
"RI","MR","3"
"AN","AG","3"
"UY","EN","3"
"VM","AA","3"
"PM","LT","3"
"JM","MV","3"
"AA","HO","3"
"LA","WA","3"
"LA","CQ","3"
"PP","UY","3"
"LS","EG","3"
"VT","AC","3"
"LT","AR","3"
"YI","CG","3"
"HK","RI","3"
"GI","YI","3"
"LT","WI","3"
"ID","GP","3"
"ES","MB","3"
"JO","AY","3"
"BB","RB","3"
"NS","TZ","3"
"SI","DJ","3"
"WI","AJ","3"
"LA","GY","3"
"AR","FP","3"
"BU","BB","3"
"DO","FI","3"
"LS","HK","3"
"SL","GI","3"
"YI","GG","3"
"WS","SY","3"
"NH","YM","3"
"WS","AN","3"
"PA","RI","3"
"PP","ST","3"
"AG","SM","3"
"UY","KG","3"
"FI","NT","3"
"TH","CJ","3"
"DA","MH","3"
"BP","AC","3"
"MB","GB","3"
"DR","AM","3"
"BF","NT","3"
"HK","MB","3"
"AC","MY","3"
"GJ","KR","3"
"NS","HO","3"
"CQ","BT","3"
"BN","FJ","3"
"DO","GR","3"
"UG","TX","3"
"AQ","QA","3"
"OC","WS","3"
"PP","MR","3"
"GT","MJ","3"
"AU","OC","3"
"RM","DO","3"
"MR","YI","3"
"MA","LO","3"
"PS","SA","3"
"RS","GP","3"
"LA","GJ","3"
"EZ","LT","3"
"MU","TO","3"
"MG","YI","3"
"SE","CD","3"
"NG","ES","3"
"RB","UG","3"
"VQ","AE","3"
"VI","GR","3"
"GI","AF","3"
"RQ","TO","3"
"YI","GI","3"
"AV","JA","3"
"LA","YI","3"
"UY","SL","3"
"GL","GI","3"
"AO","FJ","3"
"ST","NZ","3"
"PS","LE","3"
"KR","CI","2"
"UG","AC","2"
"MN","ML","2"
"LO","FP","2"
"MK","SE","2"
"AN","AE","2"
"VC","FM","2"
"BX","DR","2"
"LA","OS","2"
"GA","NH","2"
"GI","SI","2"
"TV","CI","2"
"PS","YM","2"
"YI","NZ","2"
"IS","KR","2"
"TI","TD","2"
"KG","HO","2"
"OS","PS","2"
"RE","ID","2"
"RM","AC","2"
"AA","PK","2"
"BP","MG","2"
"AN","FO","2"
"GL","BU","2"
"TD","NT","2"
"KN","AY","2"
"IC","CV","2"
"GA","VT","2"
"MB","MG","2"
"GB","CY","2"
"TI","NH","2"
"CB","IC","2"
"WA","TN","2"
"BN","OC","2"
"SI","KR","2"
"BO","PM","2"
"GB","NR","2"
"SW","NS","2"
"LS","RI","2"
"CQ","PE","2"
"VC","GA","2"
"GB","JM","2"
"LS","NP","2"
"BD","GQ","2"
"JE","MV","2"
"HK","FO","2"
"IR","TP","2"
"BK","TW","2"
"CJ","WS","2"
"ST","CJ","2"
"GI","AA","2"
"FO","UP","2"
"SU","BP","2"
"VT","LU","2"
"RW","NH","2"
"MC","MK","2"
"YM","PS","2"
"AR","KR","2"
"CN","GY","2"
"GY","RE","2"
"CB","PF","2"
"RE","MI","2"
"BB","NG","2"
"OC","MR","2"
"IR","RE","2"
"DJ","VT","2"
"NC","UG","2"
"ZA","RE","2"
"BY","BL","2"
"EI","SH","2"
"IO","OC","2"
"NH","CI","2"
"MR","HK","2"
"PS","NO","2"
"OC","MC","2"
"TV","HA","2"
"BH","HU","2"
"WZ","EC","2"
"MT","PS","2"
"DO","BG","2"
"JM","KV","2"
"HA","LS","2"
"GG","VI","2"
"LG","BF","2"
"BK","RQ","2"
"FJ","CN","2"
"HK","CF","2"
"BU","BC","2"
"TX","TD","2"
"EI","TV","2"
"HK","UV","2"
"MJ","UZ","2"
"SC","FM","2"
"LY","GK","2"
"LI","UZ","2"
"PM","AN","2"
"DO","EZ","2"
"GL","WA","2"
"GL","MN","2"
"CV","AM","2"
"CV","ST","2"
"WS","AY","2"
"DJ","PE","2"
"DJ","NS","2"
"TP","NO","2"
"CS","EK","2"
"ES","MN","2"
"SI","NP","2"
"GL","CQ","2"
"NF","US","2"
"NC","HK","2"
"CG","BA","2"
"UY","JE","2"
"AR","RM","2"
"AC","WA","2"
"GB","KG","2"
"KR","BO","2"
"NP","LS","2"
"SI","ZI","2"
"GH","MJ","2"
"WE","KV","2"
"SZ","AA","2"
"ZI","NH","2"
"KG","IC","2"
"RI","DR","2"
"RP","AY","2"
"NU","AN","2"
"MB","SF","2"
"GG","TZ","2"
"GI","MY","2"
"GQ","CM","2"
"SN","SC","2"
"DJ","LA","2"
"YI","CB","2"
"VI","FI","2"
"SU","MK","2"
"CY","NR","2"
"SE","GK","2"
"ZA","PS","2"
"IM","NG","2"
"MC","TP","2"
"RI","LS","2"
"AY","EC","2"
"SU","MH","2"
"ZI","ST","2"
"CT","AJ","2"
"TO","IC","2"
"KR","IS","2"
"JO","MH","2"
"TO","NH","2"
"AG","BH","2"
"GT","CQ","2"
"FO","LU","2"
"KT","NP","2"
"WE","OC","2"
"VQ","SW","2"
"TD","TT","2"
"BC","PP","2"
"GL","SG","2"
"PS","OS","2"
"WE","BD","2"
"UY","WZ","2"
"VI","RB","2"
"AQ","CU","2"
"BT","MT","2"
"TO","ST","2"
"BC","NH","2"
"GI","SO","2"
"SC","SZ","2"
"CM","BL","2"
"UZ","MJ","2"
"CM","MB","2"
"NS","SL","2"
"LO","MP","2"
"SH","GJ","2"
"LA","DJ","2"
"KZ","BN","2"
"HA","MV","2"
"MF","BH","2"
"GJ","BY","2"
"KG","SH","2"
"GI","MN","2"
"NH","MZ","2"
"HA","GQ","2"
"MB","TK","2"
"AG","CS","2"
"GM","FK","2"
"LI","AL","2"
"DO","UV","2"
"YM","NF","2"
"TP","WI","2"
"TT","UZ","2"
"OS","BB","2"
"TP","VT","2"
"WZ","EN","2"
"MT","FM","2"
"LE","KT","2"
"EC","SC","2"
"BX","KR","2"
"OS","UY","2"
"GY","BT","2"
"MH","CQ","2"
"MA","HR","2"
"CO","OS","2"
"ZI","SI","2"
"BO","GL","2"
"AQ","CG","2"
"BB","KZ","2"
"SM","RI","2"
"BG","TN","2"
"AM","WS","2"
"GY","UZ","2"
"PU","TN","2"
"WI","DJ","2"
"PL","GP","2"
"PL","AA","2"
"VQ","HU","2"
"SH","UP","2"
"SL","KG","2"
"VQ","IZ","2"
"BB","SU","2"
"AJ","CT","2"
"GG","BY","2"
"GH","AA","2"
"MV","GV","2"
"SC","VQ","2"
"TV","NO","2"
"PK","KR","2"
"MT","CG","2"
"VE","CJ","2"
"QA","CG","2"
"TD","VQ","2"
"CY","BD","2"
"MD","SG","2"
"BK","IV","2"
"NH","VE","2"
"HO","KR","2"
"CD","MD","2"
"KS","GK","2"
"FI","MH","2"
"GY","OC","2"
"KS","AV","2"
"PO","DO","2"
"GZ","IC","2"
"BK","TO","2"
"MN","MP","2"
"LI","DR","2"
"NH","TO","2"
"MR","JM","2"
"KU","MH","2"
"TZ","RE","2"
"DR","MZ","2"
"TV","AQ","2"
"RN","SF","2"
"NG","BP","2"
"RM","JE","2"
"AC","HU","2"
"LU","GJ","2"
"GG","MI","2"
"NU","RI","2"
"SM","TW","2"
"MB","ID","2"
"SU","AN","2"
"VT","NH","2"
"VQ","NU","2"
"GT","MV","2"
"RM","PL","2"
"GL","GH","2"
"NE","BN","2"
"GA","PA","2"
"ID","MB","2"
"FM","AY","2"
"UG","FP","2"
"DR","AJ","2"
"LS","NR","2"
"BX","LS","2"
"CN","MG","2"
"TX","LA","2"
"TP","PE","2"
"AC","NT","2"
"KU","AV","2"
"EI","NR","2"
"MP","HO","2"
"DJ","HO","2"
"OD","KV","2"
"OD","MV","2"
"GA","AR","2"
"BO","KR","2"
"TW","BB","2"
"TV","HO","2"
"SN","CN","2"
"WE","GB","2"
"TU","RE","2"
"BM","BN","2"
"FM","AC","2"
"CW","AV","2"
"CV","PL","2"
"MF","LE","2"
"BH","GP","2"
"IV","UZ","2"
"MC","SY","2"
"PA","TI","2"
"OD","WS","2"
"BP","LE","2"
"KR","GH","2"
"OC","MG","2"
"JO","AQ","2"
"OC","EC","2"
"SH","EI","2"
"PK","DO","2"
"ET","BP","2"
"CG","KV","2"
"NH","LH","2"
"KR","NU","2"
"ZI","VQ","2"
"NP","MJ","2"
"FO","KE","2"
"FI","DO","2"
"UZ","DJ","2"
"BH","VQ","2"
"DO","KG","2"
"FM","GK","2"
"CQ","LU","2"
"GP","PK","2"
"MG","BP","2"
"SN","NS","2"
"RM","EN","2"
"GK","KN","2"
"CI","AV","2"
"BM","RE","2"
"TO","UZ","2"
"GQ","EZ","2"
"VC","MN","2"
"BH","LU","2"
"SL","TN","2"
"SI","GA","2"
"ZI","AN","2"
"GJ","RI","2"
"MK","EC","2"
"LH","MP","2"
"NT","IT","2"
"OD","BT","2"
"GA","NP","2"
"NR","PU","2"
"BH","KG","2"
"BB","IV","2"
"MJ","MN","2"
"CN","KN","2"
"EG","DO","2"
"MK","HA","2"
"SF","SM","2"
"NF","NE","2"
"FP","AC","2"
"RM","ZI","2"
"MV","OD","2"
"LA","BK","2"
"RE","DA","2"
"LT","LO","2"
"DA","DO","2"
"ST","IS","2"
"AJ","FO","2"
"DO","BU","2"
"SL","RI","2"
"LT","JO","2"
"BU","DO","2"
"UZ","SG","2"
"GL","ZA","2"
"US","NF","2"
"MC","LY","2"
"MA","PS","2"
"TX","RQ","2"
"NS","RP","2"
"CE","VQ","2"
"ER","MN","2"
"VQ","TN","2"
"LS","KG","2"
"UG","LS","2"
"BX","ML","2"
"BB","MU","2"
"IM","CA","2"
"SE","AV","2"
"SG","UZ","2"
"KG","TT","2"
"NL","MH","2"
"KR","AC","2"
"RM","ST","2"
"TP","EC","2"
"MD","PP","2"
"TX","BK","2"
"TW","WQ","2"
"TT","CG","2"
"BU","MC","2"
"MR","BK","2"
"WZ","LO","2"
"TP","BT","2"
"SC","LY","2"
"BD","SM","2"
"TP","NZ","2"
"SH","UG","2"
"SV","CS","2"
"NH","BB","2"
"JO","ST","2"
"FG","AU","2"
"GT","WZ","2"
"MB","SZ","2"
"MN","LI","2"
"MB","SG","2"
"LO","PM","2"
"ML","BH","2"
"UZ","CT","2"
"EN","GK","2"
"IC","AY","2"
"BL","GQ","2"
"CF","SI","2"
"UY","TX","2"
"PE","MB","2"
"BT","HO","2"
"BN","TN","2"
"NC","LE","2"
"EN","TT","2"
"UV","LG","2"
"RO","AC","2"
"BB","FO","2"
"NI","CW","2"
"BX","GB","2"
"CB","GJ","2"
"BH","TT","2"
"GL","HU","2"
"GZ","KN","2"
"BX","CF","2"
"WS","EZ","2"
"CW","BR","2"
"AS","TP","2"
"BP","MT","2"
"PS","ET","2"
"FJ","AN","2"
"AO","GG","2"
"BC","AC","2"
"JE","RB","2"
"JE","ER","2"
"BN","MN","2"
"WI","FI","2"
"MJ","WS","2"
"PM","SI","2"
"HR","LT","2"
"OS","ZI","2"
"SG","HO","2"
"KV","VI","2"
"BR","RN","2"
"FP","FI","2"
"LH","GJ","2"
"YI","ES","2"
"FG","CS","2"
"UG","SI","2"
"VQ","RI","2"
"IC","FM","2"
"GY","KV","2"
"FO","WA","2"
"ST","SN","2"
"OD","OS","2"
"SL","GL","2"
"TD","MR","2"
"SI","CB","2"
"BL","BP","2"
"SY","NC","2"
"BF","MG","2"
"SM","EC","2"
"NG","MN","2"
"KT","GA","2"
"FJ","NF","2"
"TP","DO","2"
"BO","RM","2"
"BH","MY","2"
"LI","VC","2"
"MZ","GG","2"
"RE","TE","2"
"AO","MK","2"
"DO","AF","2"
"RB","GZ","2"
"MO","BP","2"
"SI","PU","2"
"NR","LS","2"
"BH","MB","2"
"AY","GZ","2"
"UV","PS","2"
"NC","SL","2"
"TN","TD","2"
"TP","PM","2"
"MR","NS","2"
"JE","CF","2"
"AC","SI","2"
"CI","GI","2"
"MN","GG","2"
"AN","UY","2"
"AV","JE","2"
"MG","ML","2"
"PA","GV","2"
"CY","BY","2"
"BU","GL","2"
"AJ","GY","2"
"MV","GB","2"
"KU","SC","2"
"KV","MA","2"
"DJ","RI","2"
"BN","MF","2"
"BF","LA","2"
"PU","OC","2"
"MK","MC","2"
"CN","VT","2"
"BU","TP","2"
"EG","MF","2"
"KR","BA","2"
"SC","GM","2"
"MB","MN","2"
"MZ","GI","2"
"KN","NR","2"
"MU","BB","2"
"CJ","OS","2"
"CS","FO","2"
"MO","VI","2"
"EZ","MI","2"
"MN","VQ","2"
"DJ","JE","2"
"TU","WQ","2"
"TS","CS","2"
"BG","NE","2"
"NT","PA","2"
"BC","LE","2"
"ST","IC","2"
"DO","EG","2"
"WS","RB","2"
"SI","GI","2"
"OS","ZA","2"
"IO","TZ","2"
"RW","BH","2"
"FK","NL","2"
"GG","VQ","2"
"SO","GI","2"
"KV","KE","2"
"BV","US","2"
"PC","TT","2"
"RO","MC","2"
"CY","ST","2"
"RO","AV","2"
"VT","MR","2"
"TZ","WS","2"
"SV","BO","2"
"LS","BX","2"
"CM","OS","2"
"CV","JO","2"
"GR","RE","2"
"JO","CV","2"
"DO","TP","2"
"GA","BD","2"
"NE","CQ","2"
"FO","BH","2"
"GT","LT","2"
"CF","ES","2"
"LA","PG","2"
"GL","ST","2"
"GH","AQ","2"
"VQ","BE","2"
"GY","EK","2"
"TN","AJ","2"
"DR","RI","2"
"PP","ES","2"
"UV","HK","2"
"ST","GL","2"
"EZ","DO","2"
"BH","AG","2"
"BX","BL","2"
"CU","FO","2"
"TL","KT","2"
"MP","PS","2"
"PA","DO","2"
"TP","NU","2"
"GL","KR","2"
"GK","SL","2"
"AR","VQ","2"
"VE","GL","2"
"AG","FG","2"
"GJ","MD","2"
"PU","JM","2"
"GJ","OS","2"
"PO","VI","2"
"ER","OC","2"
"CW","GT","2"
"EZ","MH","2"
"LT","KZ","2"
"IS","PG","2"
"TI","MC","2"
"NL","RE","2"
"BR","CW","2"
"CE","AC","2"
"VQ","NP","2"
"IV","MD","2"
"CJ","FJ","2"
"GM","SC","2"
"IC","GZ","2"
"GB","TW","2"
"MC","YM","2"
"IZ","FG","2"
"CO","GL","2"
"UZ","AN","2"
"CN","FJ","2"
"OS","GK","2"
"BL","TV","2"
"MC","GJ","2"
"CG","PM","2"
"RI","EC","2"
"MN","VI","2"
"MJ","TO","2"
"CG","LG","2"
"CE","SM","2"
"VQ","ZI","2"
"TN","MK","2"
"SH","JE","2"
"SG","TT","2"
"LA","TD","2"
"GI","IC","2"
"NE","GQ","2"
"DO","HK","2"
"SN","ST","2"
"MC","JM","2"
